a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2017,278,ARBC,3,2,3,FRI,20,1,18,50,318955,334226,13,60, , , , , , , , , , 
2017,279,BELC,3,1,1,FRI,20,1,20,41,332855,376203,13,30, , , , , , , , , , 
2017,280,BELC,3,2,1,FRI,20,1,19,30,333415,375771,13,30, , , , , , , , , , 
2017,281,BELC,3,2,2,SAT,21,1,2,38,335872,374325,13,30, , , , , , , , , , 
2017,282,BELC,3,2,4,SAT,21,1,9,50,335542,373601,13,30, , , , , , , , , , 
2017,283,NEMD,3,2,1,SAT,21,1,10,50,336075,333732,13,60, , , , , , , , , , 
2017,284,BELC,3,2,1,SAT,21,1,11,0,336052,372125,13,30, , , , , , , , , , 
2017,285,NEMD,2,3,4,SAT,21,1,11,20,340263,349945,13,60,6,7,1,1,3,1,1,1,1,1
2017,286,MIDU,3,2,1,SAT,21,1,11,35,291904,401199,13,60, , , , , , , , , , 
2017,287,ARND,3,3,6,SAT,21,1,12,52,348894,372745,13,40, , , , , , , , , , 
2017,288,DCST,2,2,1,SAT,21,1,17,42,236174,400453,13,60,1,1,1,1,7,10,1,1,1,1
2017,289,MEAN,2,1,1,SAT,21,1,18,0,315133,406560,13,30,12,7,1,1,4,1,1,1,1,1
2017,290,FERO,3,2,2,SAT,21,1,18,41,227267,328407,13,60, , , , , , , , , , 
2017,291,ANTN,3,2,1,SAT,21,1,19,46,334368,384320,13,30, , , , , , , , , , 
2017,292,ARBC,3,2,1,SAT,21,1,20,0,299959,354943,13,30, , , , , , , , , , 
2017,293,MIDU,3,1,1,SAT,21,1,20,10,294246,403156,13,60, , , , , , , , , , 
2017,294,LISC,3,2,1,SAT,21,1,20,23,332831,357662,13,60, , , , , , , , , , 
2017,295,ARND,3,1,1,SUN,22,1,4,0,351634,376861,13,60, , , , , , , , , , 
2017,296,FERO,3,1,1,SUN,22,1,11,24,210207,336725,13,60, , , , , , , , , , 
2017,297,MEAN,3,2,5,SUN,22,1,12,55,338528,386883,13,40, , , , , , , , , , 
2017,298,MIDU,2,2,2,SUN,22,1,12,59,294555,395432,13,60,12,3,1,11,3,10,1,1,1,1
2017,299,BELC,3,2,1,SUN,22,1,13,6,331992,371282,13,30, , , , , , , , , , 
2017,300,CCGL,3,2,1,SUN,22,1,13,18,296372,426038,13,60, , , , , , , , , , 
2017,301,BELC,3,2,1,SUN,22,1,15,42,334209,374124,2,30, , , , , , , , , , 
2017,302,BELC,3,2,1,SUN,22,1,18,15,329483,371278,13,30, , , , , , , , , , 
2017,303,ANTN,3,3,1,SUN,22,1,18,39,330911,384660,11,60, , , , , , , , , , 
2017,304,BELC,3,1,1,SUN,22,1,18,46,334417,372450,13,30, , , , , , , , , , 
2017,305,MIDU,3,2,1,SUN,22,1,18,45,262692,356703,13,60, , , , , , , , , , 
2017,306,FERO,3,2,1,SUN,22,1,18,45,246446,373061,1,30, , , , , , , , , , 
2017,307,BELC,3,1,2,SUN,22,1,20,0,332615,375760,13,30, , , , , , , , , , 
2017,308,MEAN,3,2,2,SUN,22,1,21,22,311608,399040,11,60, , , , , , , , , , 
2017,309,ARND,1,1,1,MON,23,1,2,15,344984,380858,13,50,1,1,1,1,4,1,2,1,1,1
2017,310,FERO,3,2,2,MON,23,1,7,48,223541,344716,13,30, , , , , , , , , , 
2017,311,BELC,3,2,1,MON,23,1,8,50,333820,375209,11,50, , , , , , , , , , 
2017,312,BELC,3,2,1,MON,23,1,8,50,333287,376135,13,30, , , , , , , , , , 
2017,313,BELC,3,2,1,MON,23,1,11,43,332336,374823,13,30, , , , , , , , , , 
2017,314,NEMD,3,3,3,MON,23,1,11,47,306546,315706,13,60, , , , , , , , , , 
2017,315,BELC,3,1,1,MON,23,1,13,8,333676,373457,13,30, , , , , , , , , , 
2017,316,LISC,3,2,1,SUN,22,1,12,18,335886,359515,13,60, , , , , , , , , , 
2017,317,BELC,3,2,3,MON,23,1,14,28,333354,379524,13,30, , , , , , , , , , 
2017,318,FERO,3,2,1,MON,23,1,14,33,225864,329286,13,60, , , , , , , , , , 
2017,319,DCST,2,2,3,MON,23,1,14,48,234587,390763,13,40,9,7,1,1,2,2,2,5,1,1
2017,320,ARBC,2,1,1,MON,23,1,15,7,283380,329247,13,60,1,1,1,1,2,1,1,1,1,1
2017,321,DCST,3,2,2,MON,23,1,16,55,242843,419100,13,30, , , , , , , , , , 
2017,322,ARND,2,2,1,MON,23,1,17,2,350733,379660,13,30,12,4,1,1,4,1,1,1,1,1
2017,323,MIDU,3,2,1,THU,19,1,0,1,296746,391672,13,50, , , , , , , , , , 
2017,324,ARND,3,2,2,MON,23,1,18,15,338945,377811,11,60, , , , , , , , , , 
2017,325,BELC,3,3,1,MON,23,1,18,33,329773,369547,14,70, , , , , , , , , , 
2017,326,ANTN,3,2,1,MON,23,1,13,0,330504,383025,13,30, , , , , , , , , , 
2017,327,NEMD,3,2,2,MON,23,1,20,31,311693,322878,13,60, , , , , , , , , , 
2017,328,BELC,3,2,1,MON,23,1,15,30,331860,375010,13,30, , , , , , , , , , 
2017,329,BELC,3,2,2,MON,23,1,21,40,334311,379391,14,30, , , , , , , , , , 
2017,330,BELC,3,1,1,TUE,24,1,7,48,332049,373119,1,30, , , , , , , , , , 
2017,331,ANTN,3,2,1,TUE,24,1,8,51,316955,388986,14,30, , , , , , , , , , 
2017,332,BELC,3,2,1,TUE,24,1,9,30,332631,375760,13,30, , , , , , , , , , 
2017,333,BELC,3,1,1,TUE,24,1,11,7,333321,372927,2,30, , , , , , , , , , 
2017,334,BELC,3,2,1,TUE,24,1,13,23,334170,378095,13,30, , , , , , , , , , 
2017,335,CCGL,3,3,1,TUE,24,1,13,30,291999,422843,13,60, , , , , , , , , , 
2017,336,FERO,3,1,1,TUE,24,1,8,40,245159,372710,13,30, , , , , , , , , , 
2017,337,BELC,3,3,4,TUE,24,1,15,20,334130,375039,2,30, , , , , , , , , , 
2017,338,LISC,3,2,2,TUE,24,1,15,53,331789,366125,13,50, , , , , , , , , , 
2017,339,ARND,3,2,2,TUE,24,1,15,55,348506,374622,13,30, , , , , , , , , , 
2017,340,MEAN,2,3,3,TUE,24,1,16,45,305285,403939,13,60,6,4,1,1,4,1,2,1,1,1
2017,341,FERO,3,2,2,TUE,24,1,17,0,247996,372857,13,60, , , , , , , , , , 
2017,342,MIDU,2,2,3,TUE,24,1,17,15,277911,365488,13,60,6,4,1,1,7,1,1,1,1,1
2017,343,LISC,3,2,1,TUE,24,1,15,59,316023,361288,14,70, , , , , , , , , , 
2017,344,DCST,3,2,1,TUE,24,1,18,4,243236,415973,13,30, , , , , , , , , , 
2017,345,MIDU,3,2,2,TUE,24,1,18,27,282866,358375,13,60, , , , , , , , , , 
2017,346,BELC,3,2,1,TUE,24,1,17,54,333624,373310,13,30, , , , , , , , , , 
2017,347,BELC,3,2,1,TUE,24,1,19,0,336541,372767,13,30, , , , , , , , , , 
2017,348,LISC,3,2,1,WED,25,1,7,15,324523,361991,12,70, , , , , , , , , , 
2017,349,MIDU,2,3,5,WED,25,1,9,12,281699,360252,11,50,1,1,1,1,1,1,1,1,1,1
2017,350,NEMD,3,1,1,WED,25,1,9,43,308741,326911,13,30, , , , , , , , , , 
2017,351,BELC,3,2,1,WED,25,1,9,0,335001,370688,13,30, , , , , , , , , , 
2017,352,BELC,3,2,2,WED,25,1,12,10,333332,372195,13,30, , , , , , , , , , 
2017,353,LISC,3,2,2,WED,25,1,13,3,338042,370902,13,60, , , , , , , , , , 
2017,354,BELC,3,2,2,WED,25,1,14,2,331834,374560,13,30, , , , , , , , , , 
2017,355,ARBC,3,2,2,FRI,20,1,9,0,300531,354699,13,30, , , , , , , , , , 
2017,356,MIDU,3,2,1,WED,25,1,12,30,278859,362163,13,30, , , , , , , , , , 
2017,357,LISC,3,2,1,WED,25,1,16,8,321988,362896,13,60, , , , , , , , , , 
2017,358,BELC,3,2,1,WED,25,1,17,10,329108,368751,13,30, , , , , , , , , , 
2017,359,CCGL,3,2,2,WED,25,1,17,28,263836,404540,13,60, , , , , , , , , , 
2017,360,ARBC,2,1,1,WED,25,1,18,54,312214,352051,13,60,1,1,1,1,6,2,2,1,1,1
2017,361,LISC,3,1,1,WED,25,1,19,6,327393,364064,13,30, , , , , , , , , , 
2017,362,BELC,2,1,1,WED,25,1,19,33,333649,374295,2,20,6,3,1,11,4,5,2,1,1,1
2017,363,MIDU,1,2,1,WED,25,1,19,41,279456,381079,13,60,1,1,1,1,6,1,1,1,1,1
2017,364,BELC,3,2,1,WED,25,1,9,0,333823,374100,13,20, , , , , , , , , , 
2017,365,BELC,3,2,1,THU,26,1,8,33,334219,379252,13,30, , , , , , , , , , 
2017,366,ARBC,3,2,1,THU,26,1,11,43,302312,355386,13,40, , , , , , , , , , 
2017,367,LISC,3,2,1,THU,26,1,12,33,323974,364368,13,50, , , , , , , , , , 
2017,368,BELC,3,3,1,WED,25,1,18,30,333855,372850,13,30, , , , , , , , , , 
2017,369,ARND,3,1,1,THU,26,1,15,17,358285,368524,13,30, , , , , , , , , , 
2017,370,DCST,3,1,1,THU,26,1,15,12,245168,416081,13,30, , , , , , , , , , 
2017,371,MEAN,3,2,1,THU,26,1,16,3,311744,404422,11,40, , , , , , , , , , 
2017,372,ARND,3,2,1,THU,26,1,16,58,344928,380889,13,50, , , , , , , , , , 
2017,373,FERO,3,2,1,THU,26,1,17,18,223902,343964,13,30, , , , , , , , , , 
2017,374,ARND,3,3,1,THU,26,1,19,0,355018,375600,13,60, , , , , , , , , , 
2017,375,FERO,3,2,3,THU,26,1,19,47,242827,345834,13,60, , , , , , , , , , 
2017,376,NEMD,3,1,1,THU,26,1,23,35,292342,328973,13,60, , , , , , , , , , 
2017,377,FERO,3,2,1,FRI,27,1,1,43,223959,358447,13,30, , , , , , , , , , 
2017,378,BELC,3,1,1,FRI,27,1,7,29,331978,373583,13,30, , , , , , , , , , 
2017,379,NEMD,3,3,2,FRI,27,1,7,56,313177,320464,13,60, , , , , , , , , , 
2017,380,DCST,3,1,1,FRI,27,1,8,34,240840,407856,13,60, , , , , , , , , , 
2017,381,FERO,3,2,1,FRI,27,1,8,45,248302,372078,13,60, , , , , , , , , , 
2017,382,BELC,3,1,1,THU,26,1,17,45,332020,372746,13,30, , , , , , , , , , 
2017,383,LISC,3,2,1,FRI,27,1,12,0,325806,364060,13,30, , , , , , , , , , 
2017,384,LISC,3,2,1,FRI,27,1,12,17,342045,373864,13,30, , , , , , , , , , 
2017,385,NEMD,3,2,3,FRI,27,1,12,15,348415,344218,13,30, , , , , , , , , , 
2017,386,ARND,3,1,1,FRI,27,1,12,20,348887,371908,13,60, , , , , , , , , , 
2017,387,ANTN,3,2,1,FRI,27,1,14,18,333848,384238,13,30, , , , , , , , , , 
2017,388,LISC,3,2,1,FRI,27,1,13,45,323986,365699,13,30, , , , , , , , , , 
2017,389,DCST,3,2,1,FRI,27,1,16,25,243576,416211,13,30, , , , , , , , , , 
2017,390,MIDU,3,2,1,FRI,27,1,16,27,285710,383333,13,30, , , , , , , , , , 
2017,391,CCGL,3,1,1,FRI,27,1,16,30,263124,422341,13,30, , , , , , , , , , 
2017,392,NEMD,3,1,4,FRI,27,1,16,54,307809,326591,13,30, , , , , , , , , , 
2017,393,DCST,3,1,1,FRI,27,1,17,13,241832,416556,13,30, , , , , , , , , , 
2017,394,CCGL,3,2,1,FRI,27,1,17,34,254065,421361,13,70, , , , , , , , , , 
2017,395,NEMD,3,2,3,FRI,27,1,15,59,308457,325929,13,30, , , , , , , , , , 
2017,396,ARBC,3,2,5,FRI,27,1,17,30,288009,345121,13,30, , , , , , , , , , 
2017,397,DCST,3,2,1,FRI,27,1,17,45,234075,392967,13,30, , , , , , , , , , 
2017,398,ANTN,3,2,1,FRI,27,1,18,35,330374,381123,13,60, , , , , , , , , , 
2017,399,MIDU,3,1,1,FRI,27,1,19,42,280206,376040,13,60, , , , , , , , , , 
2017,400,LISC,3,1,1,FRI,27,1,20,0,324071,358355,13,40, , , , , , , , , , 
2017,401,ARBC,3,2,2,FRI,27,1,19,35,312172,353877,13,60, , , , , , , , , , 
2017,402,NEMD,3,1,3,SAT,28,1,0,9,328479,315977,13,60, , , , , , , , , , 
2017,403,ANTN,2,1,1,SAT,28,1,1,25,332238,384339,1,30,2,7,1,2,7,10,1,1,1,1
2017,404,BELC,3,2,3,SAT,28,1,8,30,335818,372939,13,30, , , , , , , , , , 
2017,405,LISC,3,2,4,SAT,28,1,9,35,325391,364422,13,30, , , , , , , , , , 
2017,406,DCST,3,2,3,SAT,28,1,11,0,243453,418974,13,30, , , , , , , , , , 
2017,407,MIDU,2,1,1,SAT,28,1,12,14,274007,374017,13,60,1,1,1,1,3,10,1,1,1,1
2017,408,DCST,3,2,1,SAT,28,1,11,30,242235,419823,13,40, , , , , , , , , , 
2017,409,DCST,3,2,2,SAT,28,1,15,0,246338,418172,1,40, , , , , , , , , , 
2017,410,MIDU,3,3,1,SAT,28,1,15,2,272954,378564,13,60, , , , , , , , , , 
2017,411,DCST,3,2,4,SAT,28,1,15,22,233910,397969,13,40, , , , , , , , , , 
2017,412,ARBC,1,1,1,SAT,28,1,15,36,283059,329091,13,60,1,1,1,1,2,1,1,1,1,1
2017,413,BELC,3,2,3,SAT,28,1,16,13,332763,374307,13,30, , , , , , , , , , 
2017,414,ANTN,3,2,1,SAT,28,1,16,20,308202,390404,13,30, , , , , , , , , , 
2017,415,NEMD,2,1,2,SAT,28,1,17,0,354175,338457,13,60,1,1,1,1,3,10,1,1,1,2
2017,416,MIDU,3,2,1,SAT,28,1,17,40,275408,396733,13,30, , , , , , , , , , 
2017,417,ARND,3,2,1,SAT,28,1,15,59,352054,379779,13,30, , , , , , , , , , 
2017,418,BELC,3,1,1,SAT,28,1,19,39,337870,373963,13,30, , , , , , , , , , 
2017,419,NEMD,3,2,2,SAT,28,1,21,3,346622,342251,13,60, , , , , , , , , , 
2017,420,CCGL,3,2,1,FRI,27,1,18,0,285559,438595,13,30, , , , , , , , , , 
2017,421,ARND,2,1,1,SUN,29,1,1,15,349591,374237,13,30,2,7,1,9,4,1,2,1,1,1
2017,422,FERO,2,1,1,SUN,29,1,1,23,224909,345124,13,40,2,7,1,1,4,1,1,1,1,1
2017,423,BELC,3,1,1,SUN,29,1,8,4,331823,377767,13,30, , , , , , , , , , 
2017,424,LISC,3,2,2,SUN,29,1,10,0,326119,373317,13,60, , , , , , , , , , 
2017,425,MIDU,2,1,1,SUN,29,1,11,7,263139,357104,13,60,10,7,1,1,3,10,4,1,1,1
2017,426,MEAN,3,2,1,SUN,29,1,12,45,342793,388293,13,30, , , , , , , , , , 
2017,427,ARBC,3,2,1,SUN,29,1,13,30,302510,354273,1,30, , , , , , , , , , 
2017,428,DCST,3,2,2,SUN,29,1,13,50,252171,421034,13,60, , , , , , , , , , 
2017,429,LISC,2,1,1,SUN,29,1,16,44,332747,350344,13,60,1,1,1,1,2,1,2,1,1,1
2017,430,NEMD,2,2,4,SUN,29,1,17,46,332339,335194,13,60,1,1,1,1,6,1,2,1,1,1
2017,431,MIDU,3,2,2,SUN,29,1,16,30,276764,365496,13,30, , , , , , , , , , 
2017,432,DCST,3,2,1,SUN,29,1,21,29,241571,420439,1,30, , , , , , , , , , 
2017,433,NEMD,2,1,1,SUN,29,1,23,19,336495,356557,13,60,1,1,1,1,6,1,2,1,1,1
2017,434,NEMD,3,2,1,MON,30,1,0,54,290961,315244,13,30, , , , , , , , , , 
2017,435,FERO,3,1,1,MON,30,1,1,15,223275,344246,13,30, , , , , , , , , , 
2017,436,NEMD,3,3,3,MON,30,1,7,45,305976,336572,13,60, , , , , , , , , , 
2017,437,BELC,2,1,1,MON,30,1,8,38,335823,371165,13,30,12,7,1,1,2,1,2,1,1,1
2017,438,BELC,3,2,1,MON,30,1,8,43,332200,371506,13,30, , , , , , , , , , 
2017,439,BELC,3,2,1,MON,30,1,9,19,333231,376779,13,30, , , , , , , , , , 
2017,440,ANTN,3,1,1,MON,30,1,10,11,299487,391106,11,70, , , , , , , , , , 
2017,441,MIDU,3,2,1,MON,30,1,8,0,291731,392397,1,60, , , , , , , , , , 
2017,442,NEMD,3,2,3,MON,30,1,13,22,337590,331543,13,30, , , , , , , , , , 
2017,443,ARBC,3,1,1,MON,30,1,9,0,305841,356939,13,30, , , , , , , , , , 
2017,444,BELC,3,1,1,MON,30,1,14,32,333460,373057,13,30, , , , , , , , , , 
2017,445,CCGL,3,2,1,MON,30,1,14,36,285682,431741,13,30, , , , , , , , , , 
2017,446,ARBC,3,1,1,MON,30,1,14,39,285384,355502,13,30, , , , , , , , , , 
2017,447,ARND,3,2,2,MON,30,1,14,30,358372,378529,13,60, , , , , , , , , , 
2017,448,BELC,3,2,1,MON,30,1,15,15,332408,376113,13,30, , , , , , , , , , 
2017,449,ARBC,3,1,1,MON,30,1,16,58,300907,353915,13,30, , , , , , , , , , 
2017,450,BELC,2,1,1,MON,30,1,17,7,340549,373948,13,30,10,7,1,11,4,1,1,1,1,1
2017,451,DCST,3,2,1,MON,30,1,17,48,242484,418927,13,30, , , , , , , , , , 
2017,452,BELC,3,3,2,MON,30,1,18,6,334388,378154,13,70, , , , , , , , , , 
2017,453,BELC,3,1,1,MON,30,1,23,6,328959,369543,13,50, , , , , , , , , , 
2017,454,BELC,3,1,1,TUE,31,1,5,39,334122,379931,12,70, , , , , , , , , , 
2017,455,LISC,3,2,2,TUE,31,1,6,43,326815,357537,13,50, , , , , , , , , , 
2017,456,BELC,3,1,1,TUE,31,1,7,34,333621,374067,13,20, , , , , , , , , , 
2017,457,BELC,3,2,2,TUE,31,1,8,0,340106,374009,13,30, , , , , , , , , , 
2017,458,NEMD,3,2,1,TUE,31,1,8,15,336248,332256,13,30, , , , , , , , , , 
2017,459,BELC,3,1,1,TUE,31,1,8,10,333202,374385,14,30, , , , , , , , , , 
2017,460,MIDU,3,3,2,TUE,31,1,8,53,283758,397681,13,60, , , , , , , , , , 
2017,461,FERO,3,3,1,TUE,31,1,9,19,223729,346171,13,60, , , , , , , , , , 
2017,462,ANTN,3,2,1,TUE,31,1,9,33,332175,381659,12,70, , , , , , , , , , 
2017,463,LISC,3,3,3,TUE,31,1,10,55,341126,367119,13,60, , , , , , , , , , 
2017,464,ANTN,3,2,1,TUE,31,1,17,12,315915,386220,13,30, , , , , , , , , , 
2017,465,ANTN,3,2,1,TUE,31,1,17,40,315281,386176,13,40, , , , , , , , , , 
2017,466,ANTN,3,2,2,TUE,31,1,17,56,314190,388492,13,40, , , , , , , , , , 
2017,467,LISC,3,2,2,TUE,31,1,18,5,324703,359986,11,60, , , , , , , , , , 
2017,468,NEMD,1,1,2,TUE,31,1,18,33,331711,315254,13,30,1,1,1,1,6,10,2,1,1,1
2017,469,CCGL,3,2,3,TUE,31,1,19,26,266771,430652,13,60, , , , , , , , , , 
2017,470,BELC,3,2,2,TUE,31,1,19,27,334417,372446,13,30, , , , , , , , , , 
2017,471,LISC,3,2,1,TUE,31,1,19,54,326315,363938,13,30, , , , , , , , , , 
2017,472,MIDU,3,1,1,TUE,31,1,22,49,285548,391968,13,30, , , , , , , , , , 
2017,473,BELC,3,2,2,WED,1,2,0,3,333689,374810,13,20, , , , , , , , , , 
2017,474,CCGL,3,1,1,WED,1,2,2,24,289782,439464,13,60, , , , , , , , , , 
2017,475,ARND,3,2,1,WED,1,2,7,11,348892,380809,11,40, , , , , , , , , , 
2017,476,LISC,3,2,2,WED,1,2,10,42,335104,370560,13,30, , , , , , , , , , 
2017,477,BELC,3,2,3,WED,25,1,9,25,339343,373329,13,30, , , , , , , , , , 
2017,478,CCGL,3,2,1,WED,1,2,12,29,282553,428835,13,30, , , , , , , , , , 
2017,479,MIDU,3,2,1,WED,1,2,13,13,289627,368270,13,60, , , , , , , , , , 
2017,480,MIDU,3,1,1,WED,1,2,16,11,269214,354634,13,60, , , , , , , , , , 
2017,481,MIDU,3,2,2,WED,1,2,16,26,280583,378491,13,30, , , , , , , , , , 
2017,482,ANTN,3,2,1,WED,1,2,16,46,331787,382206,13,30, , , , , , , , , , 
2017,483,NEMD,3,2,1,WED,1,2,17,40,307158,325255,11,70, , , , , , , , , , 
2017,484,BELC,3,2,2,WED,1,2,16,50,329647,369665,13,30, , , , , , , , , , 
2017,485,ANTN,3,2,2,WED,1,2,18,25,334764,380516,2,30, , , , , , , , , , 
2017,486,BELC,3,2,1,WED,1,2,8,59,331871,372267,13,30, , , , , , , , , , 
2017,487,ANTN,3,2,1,WED,1,2,17,15,329171,382979,13,30, , , , , , , , , , 
2017,488,BELC,3,2,4,WED,1,2,19,20,329289,371379,13,30, , , , , , , , , , 
2017,489,BELC,3,2,2,WED,1,2,19,25,335940,372502,13,30, , , , , , , , , , 
2017,490,BELC,3,3,3,WED,1,2,19,27,329628,378099,13,60, , , , , , , , , , 
2017,491,BELC,3,2,1,WED,1,2,19,31,332853,368750,13,30, , , , , , , , , , 
2017,492,ANTN,3,2,1,WED,1,2,19,55,334635,382589,13,30, , , , , , , , , , 
2017,493,DCST,3,2,1,WED,1,2,20,20,241941,420095,13,30, , , , , , , , , , 
2017,494,BELC,3,1,2,THU,2,2,3,56,332037,372816,13,30, , , , , , , , , , 
2017,495,BELC,3,2,1,THU,2,2,8,45,331890,372958,14,30, , , , , , , , , , 
2017,496,NEMD,3,2,2,THU,2,2,10,10,310010,322406,13,60, , , , , , , , , , 
2017,497,ANTN,3,2,1,THU,2,2,10,0,328156,394861,13,60, , , , , , , , , , 
2017,498,ARBC,3,2,1,MON,30,1,10,0,303869,356004,13,30, , , , , , , , , , 
2017,499,ARND,3,2,3,THU,2,2,10,54,346508,381397,13,30, , , , , , , , , , 
2017,500,ANTN,3,2,4,THU,2,2,11,0,335633,382569,13,40, , , , , , , , , , 
2017,501,ANTN,3,1,2,THU,2,2,13,20,334360,382617,13,30, , , , , , , , , , 
2017,502,DCST,3,3,3,THU,2,2,14,30,239477,410478,13,30, , , , , , , , , , 
2017,503,NEMD,3,2,1,THU,2,2,14,36,340642,336521,13,30, , , , , , , , , , 
2017,504,NEMD,3,3,3,THU,2,2,16,49,304741,327233,13,40, , , , , , , , , , 
2017,505,MEAN,3,2,2,THU,2,2,17,8,309200,404914,13,30, , , , , , , , , , 
2017,506,MEAN,3,1,1,THU,2,2,17,18,312421,404645,14,70, , , , , , , , , , 
2017,507,CCGL,3,2,1,THU,2,2,17,40,291863,412824,13,30, , , , , , , , , , 
2017,508,CCGL,3,2,1,THU,2,2,18,6,264076,422676,13,60, , , , , , , , , , 
2017,509,MEAN,3,1,1,THU,2,2,17,35,346243,398822,13,60, , , , , , , , , , 
2017,510,DCST,3,1,1,THU,2,2,18,18,228902,385706,13,30, , , , , , , , , , 
2017,511,NEMD,2,1,1,THU,2,2,19,0,305085,327407,13,30,10,7,1,1,4,2,2,1,1,2
2017,512,BELC,3,3,1,THU,2,2,20,16,334610,374390,13,30, , , , , , , , , , 
2017,513,DCST,2,1,1,THU,2,2,21,11,253531,407650,13,60,10,7,1,1,7,10,1,1,1,1
2017,514,ARND,3,2,5,THU,2,2,21,32,348794,381553,1,30, , , , , , , , , , 
2017,515,ANTN,3,1,1,FRI,3,2,8,30,314360,373850,13,60, , , , , , , , , , 
2017,516,BELC,3,2,1,FRI,3,2,9,46,339620,373959,13,30, , , , , , , , , , 
2017,517,LISC,3,2,1,FRI,3,2,8,40,324853,366169,1,50, , , , , , , , , , 
2017,518,LISC,3,2,6,FRI,3,2,10,40,323563,369419,13,60, , , , , , , , , , 
2017,519,BELC,3,2,1,WED,1,2,14,55,330844,376574,13,30, , , , , , , , , , 
2017,520,CCGL,3,2,2,FRI,3,2,15,59,285256,432650,13,30, , , , , , , , , , 
2017,521,LISC,3,2,2,FRI,3,2,16,7,341426,373189,13,30, , , , , , , , , , 
2017,522,LISC,3,2,2,FRI,3,2,17,2,325617,362203,13,60, , , , , , , , , , 
2017,523,NEMD,3,2,2,FRI,3,2,17,5,313998,318397,13,30, , , , , , , , , , 
2017,524,BELC,3,3,2,FRI,3,2,17,54,331219,371800,12,70, , , , , , , , , , 
2017,525,ANTN,3,2,2,FRI,3,2,18,37,331785,382214,13,30, , , , , , , , , , 
2017,526,NEMD,3,2,3,FRI,3,2,17,40,308367,326759,13,30, , , , , , , , , , 
2017,527,LISC,3,2,2,FRI,3,2,18,0,315997,361472,1,60, , , , , , , , , , 
2017,528,NEMD,3,2,1,FRI,3,2,15,30,312894,326841,13,60, , , , , , , , , , 
2017,529,BELC,3,3,2,FRI,3,2,19,0,340027,374008,13,30, , , , , , , , , , 
2017,530,BELC,3,1,1,FRI,3,2,19,40,334417,372444,13,30, , , , , , , , , , 
2017,531,NEMD,3,1,1,FRI,3,2,21,15,334576,352334,13,60, , , , , , , , , , 
2017,532,BELC,3,2,2,FRI,3,2,21,57,338294,376648,13,30, , , , , , , , , , 
2017,533,FERO,3,2,2,FRI,3,2,21,13,234777,338760,13,30, , , , , , , , , , 
2017,534,BELC,3,2,1,FRI,3,2,22,28,331786,374413,13,30, , , , , , , , , , 
2017,535,FERO,3,1,3,SAT,4,2,11,59,222067,366865,13,60, , , , , , , , , , 
2017,536,MIDU,2,1,1,SAT,4,2,12,46,276448,365775,13,60,12,7,1,1,2,1,1,1,1,1
2017,537,ANTN,3,2,2,SAT,4,2,13,10,334289,381462,13,30, , , , , , , , , , 
2017,538,NEMD,2,1,2,SAT,4,2,15,43,320404,321603,13,60,10,7,1,1,2,1,1,1,1,1
2017,539,ANTN,3,2,1,SAT,4,2,15,55,315436,386517,13,30, , , , , , , , , , 
2017,540,BELC,3,2,1,SAT,4,2,16,38,330465,371506,13,30, , , , , , , , , , 
2017,541,LISC,3,2,4,SAT,4,2,17,30,316634,368502,13,60, , , , , , , , , , 
2017,542,NEMD,2,3,2,SAT,4,2,20,30,351815,357023,13,60,1,1,1,1,6,2,2,1,1,1
2017,543,BELC,2,1,1,SAT,4,2,20,42,333740,373582,2,30,8,7,1,11,4,1,1,1,1,1
2017,544,ANTN,3,1,1,SAT,4,2,22,30,332148,382299,13,30, , , , , , , , , , 
2017,545,BELC,3,2,1,SUN,5,2,0,42,334110,373521,13,30, , , , , , , , , , 
2017,546,ARBC,3,1,1,SUN,5,2,2,27,298499,363979,13,60, , , , , , , , , , 
2017,547,FERO,3,1,2,SUN,5,2,3,26,260030,364132,13,60, , , , , , , , , , 
2017,548,ARND,3,1,1,SUN,5,2,8,0,360082,356591,13,60, , , , , , , , , , 
2017,549,MIDU,3,1,1,SUN,5,2,8,26,285747,363869,13,60, , , , , , , , , , 
2017,550,MEAN,3,1,1,SUN,5,2,8,27,303776,393991,13,60, , , , , , , , , , 
2017,551,LISC,3,1,1,SUN,5,2,9,50,322650,375049,13,60, , , , , , , , , , 
2017,552,ARND,3,1,1,SUN,5,2,10,4,350485,381609,13,30, , , , , , , , , , 
2017,553,CCGL,3,1,1,SUN,5,2,10,12,302171,443577,13,40, , , , , , , , , , 
2017,554,BELC,3,1,1,SUN,5,2,11,4,329307,378480,13,60, , , , , , , , , , 
2017,555,NEMD,3,3,2,SUN,5,2,11,39,336778,352878,13,30, , , , , , , , , , 
2017,556,ARBC,3,2,1,SUN,5,2,13,0,318964,335607,13,60, , , , , , , , , , 
2017,557,ANTN,2,1,1,SUN,5,2,16,49,331410,382546,13,30,12,7,1,1,2,2,2,1,1,1
2017,558,DCST,3,2,2,SUN,5,2,17,10,243612,418100,13,30, , , , , , , , , , 
2017,559,MIDU,2,1,3,SUN,5,2,19,41,289072,389635,13,30,12,7,1,1,6,1,1,1,1,1
